YMR056C	YLL013C
YOR117W	YER148W
YOR117W	YBL039C
YOR117W	YIL007C
YGL048C	YER148W
YGL048C	YBR198C
YGL048C	YFR010W
YGL048C	YGR184C
YGL048C	YBL039C
YPL152W	YAL016W
YPL152W	YLR447C
YDL216C	YOL117W
YJL025W	YMR270C
YMR270C	YER148W
YPL012W	YDL060W
YPL012W	YER082C
YOL142W	YDR280W
YCR035C	YDR280W
YCR035C	YHR069C
YCR035C	YGL127C
YCR035C	YNL189W
YDR280W	YHR069C
YDR280W	YNL189W
YDR280W	YJL109C
YHR069C	YNL189W
YHR069C	YAL005C
YLR221C	YMR187C
YLR221C	YPR115W
YOR049C	YPR086W
YOR049C	YFR049W
YCR052W	YFR037C
YCR052W	YIL084C
YCR052W	YNL202W
YFR037C	YML127W
YFR037C	YLR321C
YFR037C	YER022W
YML127W	YGL184C
YDR494W	YPL276W
YJR113C	YAR003W
YER125W	YNL243W
YER125W	YKL020C
YER125W	YDL203C
YER125W	YGR068C
YER125W	YGR268C
YER125W	YLR392C
YGR213C	YOR059C
YGL244W	YHR009C
YDL204W	YMR110C
YOR014W	YGR192C
YOR014W	YAL016W
YGR161C	YAL016W
YDR389W	YGR074W
YGL175C	YNL189W
YHR079C-A	YPR086W
YLR180W	YER090W
YLR180W	YBL039C
YFR040W	YLR222C
YGL229C	YJL178C
YGL229C	YJL211C
YGL229C	YMR181C
YGL229C	YOR062C
YDL153C	YLR006C
YDL153C	YGL198W
YDL153C	YGR290W
YDL153C	YJL175W
YDL153C	YOR252W
YDL153C	YOR309C
YDL153C	YOR314W
YOR213C	YMR179W
YOR213C	YPL208W
YOR329C	YNL092W
YGL011C	YFL006W
YER120W	YLR305C
YMR305C	YPR086W
YDR469W	YPL138C
YDR469W	YAR003W
YDR469W	YEL005C
YKL148C	YBR044C
YLL041C	YDR523C
YLL041C	YBR044C
YIL084C	YBL050W
YNR026C	YLL023C
YPL085W	YPR181C
YPL085W	YIL109C
YPL085W	YDL195W
YPL085W	YNL049C
YBL050W	YLR268W
YBL050W	YGR009C
YBL050W	YNL204C
YBL050W	YDR160W
YBL050W	YOL018C
YBL050W	YOR106W
YBL050W	YGL095C
YBL050W	YCR082W
YBL050W	YDL133W
YBL050W	YLR130C
YDR498C	YLR268W
YDR498C	YOR075W
YLR268W	YDR238C
YLR268W	YGR009C
YLR268W	YOR075W
YLR268W	YFL038C
YLR268W	YNL237W
YPR181C	YIL109C
YPR181C	YDL195W
YPR181C	YNL049C
YPR181C	YHR098C
YIL109C	YDL195W
YLR440C	YGR074W
YLR440C	YNL066W
YLR378C	YKL154W
YLR378C	YDR086C
YLR378C	YIL162W
YLR378C	YPL253C
YLR378C	YBR159W
YML105C	YPR086W
YLR292C	YPR048W
YLR292C	YDL210W
YLR292C	YKL119C
YLR292C	YBR159W
YLR292C	YDR387C
YGR009C	YAL030W
YGR009C	YOR327C
YGR009C	YBL106C
YGR009C	YPL232W
YLR105C	YAR008W
YLR105C	YPL083C
YAR008W	YPL083C
YPL083C	YBR143C
YAL067C	YGR260W
YIL074C	YLR053C
YDR023W	YOL087C
YHR207C	YPL258C
YHR098C	YBL106C
YLR321C	YGL127C
YLR321C	YLR345W
YLR403W	YGR017W
YBL102W	YGR068C
YCL010C	YKL023W
YGL066W	YBR198C
YGL066W	YDR229W
YJR134C	YLR262C
YMR190C	YNL088W
YMR190C	YLR234W
YPR161C	YMR125W
YOR035C	YER156C
YLR079W	YIL148W
YOL031C	YLR412W
YGL208W	YGL115W
YGL208W	YDR212W
YDL042C	YDR227W
YDL042C	YGR192C
YDR227W	YNL189W
YDR227W	YFL006W
YDR227W	YMR284W
YNL032W	YNL093W
YOL113W	YAL016W
YOL113W	YBR058C
YGR143W	YBR254C
YNL167C	YCR084C
YKL108W	YNL189W
YKL108W	YJL087C
YOR008C	YNL121C
YIL147C	YDL235C
YDR088C	YGR074W
YLR135W	YGR033C
YGR081C	YDL060W
YNL196C	YLR447C
YFL008W	YMR117C
YFL008W	YKL042W
YFL008W	YOL115W
YOL034W	YMR117C
YOL034W	YOR324C
YGR074W	YLR147C
YGR074W	YFL017W-A
YGR074W	YDR240C
YGR074W	YGR013W
YGR074W	YMR125W
YLR275W	YLR147C
YLR275W	YFL017W-A
YLR275W	YPR182W
YLR275W	YGR013W
YLR275W	YMR125W
YLR147C	YFL017W-A
YLR147C	YPR182W
YLR147C	YDL098C
YLR147C	YGR013W
YLR147C	YLL021W
YLR147C	YMR125W
YLR147C	YGR290W
YLR147C	YPR014C
YML058W	YNL116W
YDR510W	YGL127C
YDR510W	YNL189W
YDR510W	YNL088W
YDR510W	YDR390C
YFL017W-A	YDR240C
YFL017W-A	YGR013W
YFL017W-A	YMR125W
YFL017W-A	YLR424W
YPR182W	YGR013W
YPR182W	YNL189W
YPR182W	YMR125W
YPR182W	YLR424W
YJL151C	YGL212W
YOR327C	YGR197C
YOR327C	YMR017W
YOR327C	YOL018C
YOR327C	YHL035C
YGL115W	YJR083C
YGL115W	YMR291W
YLR025W	YLR447C
YLR025W	YDR541C
YLR025W	YGR122W
YPL002C	YPR086W
YPL002C	YJR102C
YPL002C	YLR417W
YNL334C	YNL333W
YNL334C	YHR041C
YNL334C	YHR135C
YDR240C	YGR013W
YDR240C	YNL189W
YGR013W	YMR125W
YGR013W	YDR080W
YNL333W	YNL189W
YNL333W	YMR322C
YGL127C	YER022W
YGL127C	YOL018C
YGL127C	YLR222C
YGL127C	YEL038W
YGL127C	YDR259C
YGL127C	YDR095C
YGL127C	YER184C
YGL127C	YOR263C
YGL127C	YOR162C
YJR159W	YNL189W
YJR159W	YLR447C
YLL021W	YLR362W
YLL021W	YDL159W
YCL054W	YNL154C
YJR010C-A	YKL154W
YJR010C-A	YLR447C
YJR010C-A	YBR159W
YJR010C-A	YKL065C
YJR010C-A	YLR004C
YMR117C	YER018C
YAL047C	YHR172W
YAL047C	YNL126W
YAL047C	YLR045C
YAL047C	YLR212C
YAL047C	YGL212W
YHR172W	YNL126W
YHR172W	YLR045C
YHR172W	YPR086W
YHR172W	YLR212C
YNL126W	YDR350C
YNL126W	YLR212C
YLR313C	YLR362W
YLR313C	YDL159W
YLR313C	YCR084C
YMR017W	YPL232W
YPL138C	YMR179W
YPL138C	YAR003W
YPL138C	YKL018W
YOR190W	YLR447C
YDR523C	YHR033W
YPL175W	YDR215C
YER148W	YPR086W
YER148W	YCR042C
YER148W	YBR198C
YER148W	YPL122C
YER148W	YKL058W
YGL207W	YOL006C
YGL207W	YDR247W
YHR041C	YER022W
YHR041C	YGR104C
YHR041C	YBR198C
YHR041C	YBR254C
YHR041C	YER066W
YHR041C	YJL015C
YHR041C	YJL086C
YHR041C	YLR164W
YER022W	YGR104C
YER022W	YMR039C
YER022W	YOR143C
YER022W	YIL078W
YER022W	YIL022W
YER022W	YOR187W
YER022W	YJR126C
YER022W	YML007W
YER022W	YDR259C
YER022W	YCR082W
YER022W	YFR038W
YER022W	YGL261C
YER022W	YGR243W
YER022W	YHL005C
YER022W	YHL044W
YER022W	YHL045W
YER022W	YIL141W
YER022W	YMR087W
YER022W	YMR114C
YER022W	YMR181C
YER022W	YMR244W
YER022W	YMR293C
YER022W	YOR072W
YER022W	YOR302W
YER022W	YPL098C
YGR104C	YNL025C
YCR081W	YNL025C
YLR082C	YNL189W
YLR082C	YBR004C
YKR091W	YNL309W
YGL097W	YDR002W
YCL037C	YMR125W
YCL037C	YGR162W
YKL154W	YGR260W
YKL154W	YHR140W
YKL154W	YLL023C
YKL154W	YBR183W
YKL154W	YPL264C
YNL189W	YMR125W
YNL189W	YGR192C
YNL189W	YHR099W
YNL189W	YDR453C
YNL189W	YIL008W
YNL189W	YFL010C
YNL189W	YJR133W
YNL189W	YHL009C
YNL189W	YBR137W
YNL189W	YDR100W
YNL189W	YDR428C
YNL189W	YER010C
YNL189W	YHR112C
YNL189W	YJR056C
YNL189W	YKL023W
YNL189W	YKL069W
YNL189W	YLR016C
YNL189W	YLR345W
YNL189W	YMR226C
YNL189W	YKL067W
YNL189W	YNL047C
YNL189W	YPL088W
YAL005C	YNL064C
YDR293C	YER082C
YLR006C	YDL235C
YNL025C	YLR261C
YNL025C	YHR135C
YNL025C	YLR358C
YNL222W	YPR107C
YLR362W	YDR103W
YHR084W	YBR083W
YDR103W	YDL159W
YDR082W	YLR010C
YMR125W	YGR162W
YMR125W	YGL049C
YCL008C	YIL148W
YCL008C	YPL065W
YBL034C	YDR330W
YLR045C	YPR086W
YPR086W	YMR146C
YPR086W	YPR041W
YPR086W	YGL145W
YPR086W	YKL058W
YPR086W	YOR045W
YPR086W	YAR066W
YPR086W	YBR014C
YPR086W	YBR209W
YPR086W	YDR133C
YPR086W	YDR271C
YPR086W	YER076C
YPR086W	YFL042C
YPR086W	YGR053C
YPR086W	YGR205W
YPR086W	YGR207C
YPR086W	YGR294W
YPR086W	YHL044W
YPR086W	YHL045W
YPR086W	YLR201C
YPR086W	YMR184W
YPR086W	YMR315W
YPR086W	YOR064C
YPR086W	YOL070C
YPR086W	YOR082C
YPR086W	YOR114W
YPR086W	YOR271C
YPR086W	YPR157W
YPR086W	YFL038C
YDL084W	YER063W
YDL084W	YDR381W
YIL162W	YGR173W
YJR007W	YCR053W
YJR007W	YGR162W
YJR007W	YGL049C
YNL066W	YGR263C
YDR172W	YBR143C
YDR172W	YOR069W
YBR143C	YIL129C
YBR143C	YDL058W
YBR143C	YJL017W
YAR003W	YKL018W
YAR003W	YIL148W
YKL018W	YOR179C
YOR333C	YER063W
YDR146C	YHR099W
YJL004C	YNL121C
YJL004C	YDL199C
YJL004C	YHL017W
YJL004C	YKR088C
YJL004C	YPL264C
YDR167W	YML015C
YDR167W	YML098W
YDR167W	YPL129W
YDR167W	YBR198C
YDR167W	YML114C
YDR167W	YMR236W
YDR167W	YIL129C
YDR167W	YDR207C
YDR167W	YDR259C
YDR167W	YPR115W
YML015C	YML098W
YML015C	YCR042C
YML015C	YBR198C
YML015C	YMR236W
YML015C	YMR077C
YML098W	YMR005W
YML098W	YBR198C
YML098W	YMR236W
YPL129W	YCR042C
YPL129W	YGR186W
YCR042C	YBR198C
YCR042C	YML114C
YCR042C	YKL081W
YBR198C	YMR236W
YBR198C	YDR212W
YBR198C	YDR259C
YDR212W	YOR230W
YDR212W	YLR030W
YDR212W	YOR324C
YKL028W	YKR062W
YKL028W	YDR311W
YKL028W	YER007C-A
YDR311W	YKR050W
YDR311W	YDR259C
YDR311W	YGL198W
YDR311W	YGR033C
YDR311W	YHR113W
YDR311W	YPL170W
YDR362C	YMR226C
YDL185W	YLR222C
YDL185W	YJL069C
YDL185W	YBR127C
YDL185W	YGR020C
YDL185W	YOR270C
YDL185W	YMR104C
YPL258C	YHR135C
YPL258C	YDR128W
YPR121W	YHR135C
YER063W	YKL056C
YMR146C	YPR041W
YMR146C	YOL087C
YMR146C	YPL105C
YGR162W	YPR041W
YGR162W	YER082C
YGL049C	YPR041W
YIL022W	YDL091C
YBR067C	YNL237W
YGL145W	YOR075W
YOR010C	YNL088W
YOL018C	YGL095C
YGR260W	YPL019C
YGR260W	YAR033W
YGR260W	YBR159W
YGR260W	YKL065C
YGR260W	YGL051W
YGR260W	YPR028W
YOR045W	YBR077C
YOL006C	YMR233W
YNL088W	YDR381W
YNL088W	YPL074W
YGL096W	YLR447C
YAL016W	YHR135C
YPL203W	YHR135C
YPL203W	YLR177W
YPR156C	YBR159W
YPR156C	YKL065C
YPR156C	YGL051W
YPR156C	YHR140W
YBR126C	YDR074W
YBR126C	YMR261C
YBR126C	YDR247W
YBR126C	YCR079W
YBR126C	YMR251W
YDR074W	YMR261C
YDR074W	YLR447C
YDR074W	YAR066W
YHR099W	YHR090C
YKR050W	YKR088C
YJL087C	YLR447C
YDL112W	YBL046W
YBR061C	YBR300C
YBR061C	YER028C
YBR061C	YGR219W
YBR061C	YHR022C
YBR061C	YJL017W
YER090W	YKL211C
YDR407C	YBR254C
YBR254C	YOR115C
YGR209C	YPL020C
YKL210W	YER100W
YKL210W	YIL148W
YKL210W	YHR135C
YDR390C	YGR048W
YHR111W	YIL008W
YER100W	YKL056C
YER100W	YPL229W
YER100W	YFL038C
YIL148W	YNR006W
YIL148W	YPL065W
YIL148W	YOL087C
YBR058C	YGR268C
YMR304W	YPR115W
YGR048W	YPL222W
YDL210W	YBR159W
YDL210W	YKL065C
YPL003W	YLR447C
YPL020C	YCR007C
YPL020C	YDR100W
YPL020C	YJL067W
YGR072W	YIL008W
YJL109C	YJL069C
YJL109C	YER082C
YLR222C	YJL069C
YLR222C	YER082C
YLR222C	YHR020W
YJL069C	YOR059C
YER082C	YGL068W
YER082C	YJL135W
YER082C	YKL056C
YEL005C	YEL013W
YEL005C	YGL079W
YEL013W	YKL061W
YOR106W	YGL212W
YOR106W	YLR396C
YDL077C	YDR080W
YGL212W	YOL129W
YGL212W	YGL042C
YGL212W	YGL161C
YGL212W	YNL263C
YGL212W	YMR071C
YGL212W	YOR292C
YGL212W	YML001W
YDR247W	YDR071C
YIL017C	YBL049W
YGL227W	YBL049W
YPL253C	YNR042W
YPR036W	YGR020C
YPR036W	YOR270C
YBR127C	YKL080W
YBR127C	YLR447C
YBR127C	YOR270C
YBR127C	YGR117C
YKL080W	YOR270C
YLR447C	YGR020C
YLR447C	YOR270C
YLR447C	YML041C
YLR447C	YDR259C
YLR447C	YDL241W
YLR447C	YHR009C
YLR447C	YJR141W
YLR447C	YKR005C
YLR447C	YLR352W
YLR447C	YLR426W
YLR447C	YMR071C
YLR447C	YNL028W
YGR020C	YOR270C
YOR270C	YKL119C
YOR132W	YJL154C
YOR132W	YOR069W
YMR077C	YJR102C
YMR077C	YLR417W
YJR102C	YLR417W
YLR396C	YDR080W
YLR396C	YAL002W
YLR396C	YMR291W
YJL154C	YOR069W
YJL154C	YOR272W
YKR020W	YJL029C
YKR020W	YHR090C
YKR020W	YLR262C
YJL029C	YLR262C
YGR141W	YMR265C
YJL222W	YBR159W
YJL222W	YKL065C
YOR359W	YHR009C
YDR369C	YBR063C
YAL027W	YDR381W
YML007W	YBR216C
YDR259C	YGR066C
YDR259C	YNL092W
YAR033W	YGL051W
YAR066W	YLR145W
YBL049W	YHL010C
YBR139W	YBR280C
YBR159W	YDL206W
YBR159W	YHR140W
YBR159W	YKL146W
YBR159W	YKR106W
YBR159W	YLL023C
YBR159W	YLR004C
YBR159W	YBR183W
YBR159W	YPL264C
YBR161W	YJR001W
YHR135C	YNL154C
YHR135C	YGR111W
YHR135C	YGR154C
YHR135C	YHR112C
YHR135C	YJL207C
YHR135C	YMR226C
YHR135C	YNL116W
YHR135C	YNL093W
YCR004C	YLR253W
YCR007C	YDR107C
YCR079W	YPL110C
YDL110C	YLR125W
YDL114W	YLR040C
YDL196W	YER071C
YDL237W	YPR148C
YDR003W	YML001W
YDR100W	YGL161C
YDR100W	YPL095C
YDR119W	YPR058W
YDR128W	YER182W
YDR128W	YHR033W
YDR221W	YMR151W
YDR229W	YJL017W
YDR250C	YJL070C
YDR326C	YER007C-A
YDR326C	YIL105C
YDR332W	YMR074C
YDR374C	YJL070C
YDR387C	YOR292C
YDR445C	YER071C
YEL043W	YOR164C
YER051W	YMR310C
YER152C	YJL107C
YER156C	YFL038C
YKL065C	YHR140W
YKL065C	YLL023C
YKL065C	YBR183W
YKL065C	YPL264C
YFL040W	YLR349W
YFR003C	YPR050C
YGL051W	YHR140W
YGL051W	YKL146W
YGL051W	YLR004C
YGL051W	YPL264C
YGL161C	YGL198W
YGL161C	YPL095C
YGL161C	YFL038C
YGL161C	YNL093W
YGL161C	YML001W
YGL198W	YNL263C
YGL198W	YPL095C
YGL198W	YFL038C
YGL198W	YNL093W
YGL198W	YLR262C
YGL198W	YML001W
YGR079W	YNL081C
YHL044W	YKR035C
YHR022C	YIL028W
YHR022C	YNR005C
YHR140W	YPR028W
YHR140W	YBR183W
YHR140W	YPL264C
YNL263C	YPR028W
YNL263C	YFL038C
YNL263C	YNL093W
YNL263C	YLR262C
YNL263C	YML001W
YIL105C	YNL047C
YIL137C	YOR272W
YJL185C	YMR204C
YJR020W	YNL092W
YJR097W	YNL092W
YJR136C	YKL033W
YKL056C	YLR285W
YKL153W	YNL092W
YKL224C	YLR030W
YKR065C	YLR036C
YLL023C	YLL056C
YLL023C	YPR028W
YLR008C	YLR125W
YLR053C	YLR285W
YLR125W	YMR030W
YLR287C	YNL092W
YLR385C	YLR424W
YLR456W	YPR050C
YML037C	YNL092W
YFR049W	YOL083W
YNL028W	YNL045W
YNL092W	YOR004W
YNL116W	YPL110C
YNL266W	YOL131W
YNR004W	YPL157W
YNR040W	YOL131W
YPR028W	YPL264C
YOR131C	YPL034W
YDL235C	YOR272W
YPL034W	YPR123C
