YNL316C	YOL082W
YMR213W	YPR182W
YGR195W	YOR326W
YKL180W	YMR031C
YBR193C	YPR168W
YKL186C	YLL039C
YGR075C	YHR165C
YGR092W	YOL012C
YLL039C	YPL045W
YMR163C	YOR326W
YDL175C	YNL251C
YGR214W	YNL297C
YAL043C	YCR042C
YDR497C	YLL039C
YNL097C	YNL154C
YML051W	YOR197W
YKR048C	YOR230W
YFL002C	YOL127W
YAL047C	YDR439W
YER012W	YGL096W
YFL039C	YGR080W
YGL111W	YOR267C
YLR377C	YMR186W
YDR174W	YFR013W
YDR123C	YPL248C
YBR087W	YMR031C
YLR398C	YNL255C
YDR247W	YIL156W
YHR086W	YLR298C
YGR258C	YPL141C
YEL054C	YPR102C
YML110C	YNL263C
YML065W	YOR189W
YDR028C	YLR028C
YHR165C	YKR022C
YDL014W	YOL102C
YBR023C	YDR153C
YER145C	YHR094C
YGL187C	YML042W
YGR007W	YNL255C
YHR135C	YPL240C
YHR135C	YNL025C
YCR084C	YKL181W
YHR197W	YMR242C
YDR101C	YER036C
YFR014C	YJR072C
YDL083C	YGR027C
YDR153C	YGL180W
YBL067C	YNL255C
YGR113W	YKL052C
YGR130C	YHR135C
YEL034W	YJR070C
YGR156W	YMR061W
YDR100W	YDR238C
YIR037W	YJR009C
YNL086W	YOR069W
YNR053C	YOR294W
YDR174W	YFL024C
YLL039C	YLR220W
YLR429W	YMR229C
YDL064W	YLR394W
YDR214W	YLL039C
YDR375C	YMR203W
YER162C	YGL150C
YDL065C	YJL057C
YKL082C	YNL255C
YGL081W	YGR155W
YDR172W	YPR152C
YBL005W	YBR200W
YGL127C	YNR010W
YJR062C	YOR231W
YER089C	YIL033C
YDR388W	YPR161C
YIL078W	YNL255C
YLR438C-A	YOR159C
YMR072W	YPR052C
YGR187C	YOR133W
YGL179C	YLR030W
YHR135C	YKR022C
YEL034W	YLL045C
YGL147C	YGR232W
YGL006W	YLL048C
YNL138W	YOR087W
YOR117W	YPL248C
YEL034W	YHR135C
YHR135C	YPR115W
YIL075C	YLL039C
YBL002W	YGL150C
YGL031C	YMR194W
YDL239C	YMR117C
YAL027W	YPL004C
YDR171W	YLR304C
YGR167W	YNR031C
YBR227C	YML064C
YLR117C	YPL151C
YBR121C	YFR004W
YFR004W	YOR026W
YNL048W	YPL078C
YLR345W	YMR261C
YIL095W	YOR093C
YOL006C	YPR190C
YDR260C	YNL172W
YER072W	YPL019C
YDL226C	YLL039C
YNL255C	YPL266W
YGL206C	YKR026C
YDL085W	YLL039C
YNL154C	YOR295W
YLR029C	YML065W
YGL086W	YIR010W
YDL075W	YFR031C-A
YDR412W	YDR471W
YLR304C	YOR005C
YFR004W	YOR239W
YER105C	YGL201C
YGL223C	YLR423C
YOR361C	YPL051W
YBR079C	YOR039W
YDR129C	YJR066W
YAL035W	YHR052W
YMR297W	YOL013C
YJL125C	YJR066W
YDR429C	YEL034W
YPL240C	YPR112C
YDL154W	YLR394W
YBR097W	YFL053W
YCL037C	YLR369W
YKL014C	YLR276C
YDR297W	YLR350W
YGR097W	YPR152C
YDL083C	YGR085C
YCL059C	YJR002W
YLL004W	YPR018W
YBR054W	YNL048W
YBR112C	YDR043C
YBL003C	YLR357W
YEL009C	YOR023C
YBR280C	YEL060C
YGL158W	YMR241W
YBR031W	YKL166C
YDR395W	YJL041W
YER054C	YPR160W
YFR031C-A	YLR287C-A
YGL158W	YMR284W
YBL010C	YNL255C
YJR056C	YML064C
YDL115C	YPR187W
YIR007W	YNL023C
YMR049C	YOL012C
YDR388W	YGL181W
YHR169W	YMR105C
YFR028C	YKR021W
YBL016W	YLR394W
YLR109W	YOL059W
YDL055C	YLR153C
YLL039C	YMR008C
YHR052W	YNR053C
YBR211C	YPL018W
YHR065C	YNR054C
YDL005C	YHR041C
YDL209C	YMR213W
YDR188W	YIL142W
YJR053W	YOR233W
YGR155W	YJL173C
YBL003C	YDR224C
YKR028W	YLL039C
YAR027W	YGR284C
YDR386W	YKR081C
YOR035C	YPL240C
YDR188W	YLR314C
YFL049W	YNR023W
YBR087W	YIR010W
YHR135C	YOL130W
YAL015C	YEL030W
YER145C	YGR130C
YLR029C	YOR294W
YBR222C	YFR004W
YAL048C	YOR284W
TR(UCU)K	YDR341C
YER148W	YKL122C
YGL111W	YHR052W
YGL026C	YLL039C
YMR263W	YNL255C
YMR242C	YOR234C
YAL016W	YML109W
YDR380W	YIL034C
YNL044W	YOL018C
YDL098C	YLL036C
YBR155W	YPL141C
YBR049C	YOL006C
YLR210W	YPL269W
YGL092W	YOR160W
YDR427W	YIL075C
YIL035C	YMR154C
YEL054C	YFR031C-A
YOL082W	YOR231W
YJR066W	YKR097W
YDR171W	YOL147C
YML113W	YNL255C
YGL180W	YPR091C
YER022W	YGL025C
YEL051W	YNL255C
YLR293C	YOL021C
YIL062C	YNL073W
YFL039C	YNL272C
YDR482C	YOR148C
YLR333C	YNL255C
YGL223C	YJL036W
YMR112C	YOL135C
YBR072W	YNL064C
YJR047C	YOL128C
YDL101C	YJL111W
YDL110C	YKL015W
YFL022C	YMR284W
YGL031C	YGR214W
YCR007C	YKR066C
YBR031W	YGL031C
YFR010W	YLR429W
YFR010W	YGL141W
YLL039C	YLR429W
YDR038C	YJR066W
YLR075W	YNL301C
YBL093C	YLR071C
YER086W	YPR080W
YKL015W	YOR231W
YDR335W	YJL157C
YKL019W	YOL135C
YDR207C	YNL307C
YLR222C	YPL126W
YKL180W	YLL045C
YIR035C	YPL001W
YBR119W	YLL036C
YGR200C	YPL101W
YLR314C	YNL255C
YMR140W	YMR216C
YEL001C	YGR126W
YML010W	YNL262W
YJR019C	YLL039C
YJR066W	YNL138W
YER155C	YGR080W
YLR276C	YNL255C
YML100W	YMR261C
YGR192C	YNL255C
YGR268C	YOR124C
YJL014W	YOR281C
YIL035C	YOR295W
YLL023C	YMR292W
YBR193C	YGL025C
YLR381W	YOL054W
YLR029C	YOR117W
YIL035C	YIL084C
YGL245W	YGR207C
YJL036W	YLL039C
YIR010W	YPR187W
YLL024C	YPL240C
YLR449W	YOL012C
YNL255C	YOR234C
YEL064C	YGL212W
YNL255C	YOR095C
YEL023C	YML109W
YDL075W	YMR194W
YDL051W	YHR135C
YML010W	YOR341W
YBL072C	YLL039C
YCR063W	YNL252C
YAL005C	YAR002W
YGR275W	YNR023W
YBR207W	YLR342W
YKL095W	YLR117C
YKL065C	YLR018C
YAL038W	YPR010C
YMR117C	YPR145W
YJR105W	YNL106C
YBL023C	YBR202W
YBR087W	YER173W
YHR196W	YPL266W
YER089C	YOR230W
YDL217C	YOR297C
YGR120C	YPR191W
YDR416W	YKL098W
YGR222W	YNR045W
YBL038W	YOR204W
YNL069C	YOL120C
YJR113C	YNL081C
YBL016W	YNR019W
YDR142C	YDR244W
YHR199C	YLR427W
YGL225W	YIR033W
YGL158W	YMR115W
YBR236C	YML010W
YFR004W	YGR186W
YGR048W	YPL222W
YDR331W	YGR284C
YBR200W	YIL068C
YKL009W	YLR029C
YBR031W	YNL255C
YKR018C	YNR029C
YAL034C	YJR123W
YBR237W	YMR125W
YLL039C	YML100W
YHL010C	YKR017C
YNL002C	YOL127W
YER002W	YHR052W
YGL105W	YHR135C
YJL179W	YLR424W
YDR035W	YFR004W
YDR308C	YNL255C
YNL022C	YNL255C
YNL113W	YOR340C
YER122C	YPL141C
YMR186W	YNL127W
YGL078C	YOR117W
YFR004W	YPR010C
YJL090C	YNL299W
YOR191W	YPL269W
YGR202C	YOR181W
YER146W	YGR210C
YLL039C	YPL079W
YBR011C	YFR031C-A
YGL116W	YJL030W
YAL027W	YDL014W
YGL212W	YPL045W
YBL007C	YGL104C
YBR107C	YDR383C
YER012W	YER103W
YDR116C	YMR024W
YDR299W	YLR186W
YFL045C	YLL039C
YKL010C	YOR259C
YJL047C	YPL216W
YBL007C	YGL201C
YJL057C	YNL112W
YDR032C	YKR003W
YDR177W	YGR229C
YAL005C	YFR010W
YGR252W	YMR227C
YJR123W	YMR093W
YER002W	YML065W
YBR059C	YLL039C
YHR052W	YNL002C
YIL125W	YMR235C
YMR143W	YNL255C
YFL034W	YHR135C
YNL201C	YOL016C
YAR007C	YJL173C
YKR048C	YLR330W
YJR117W	YMR215W
YOR340C	YPR010C
YAL053W	YMR238W
YCL059C	YJR145C
YBL002W	YOR304W
YDL165W	YER148W
YCL008C	YGR206W
YJL014W	YNL243W
YGR229C	YNL238W
YMR022W	YNL255C
YJL178C	YPL246C
YDR293C	YLR022C
YGL158W	YNL212W
YIR017C	YNL255C
YDR167W	YGR274C
YDR412W	YPR119W
YEL023C	YJL052W
YGR092W	YOR317W
YAL018C	YDR331W
YDR416W	YKR086W
YBR031W	YDR012W
YDR122W	YNL161W
YGR192C	YLR039C
YML065W	YMR143W
YDR357C	YGL079W
YDL207W	YJL039C
YER012W	YHR174W
YBR121C	YDR388W
YGR075C	YLL036C
YAL016W	YNR032W
YDR479C	YNL263C
YDR378C	YLR053C
YJR065C	YOR181W
YKL006W	YNL255C
YGL206C	YGR167W
YER123W	YMR036C
YDL100C	YML101C
YBR193C	YER012W
YGR027C	YIR010W
YLR333C	YPL004C
YDR388W	YLR381W
YKR081C	YMR123W
YGL180W	YGL208W
YOL005C	YPR093C
YNL029C	YPR041W
YER022W	YGL127C
YBR079C	YLL039C
YBR059C	YNL272C
YDR028C	YNL209W
YDR361C	YNL289W
YDR002W	YOR117W
YHR216W	YML056C
YBL002W	YNL255C
YKL145W	YLR048W
YFR004W	YPL218W
YBR079C	YMR146C
YBL061C	YGL180W
YBR049C	YOR340C
YJL030W	YOL116W
YMR109W	YNR059W
YGR186W	YNL124W
YDR308C	YMR112C
YBR253W	YNL025C
YKL068W	YMR129W
YGL237C	YNR031C
YJR154W	YPL001W
YBR199W	YPL240C
YLL031C	YLR350W
YBR085W	YER171W
YER165W	YLL013C
YGL134W	YML091C
YOR123C	YPL141C
YDR244W	YLL039C
YJL011C	YKR025W
YKL009W	YNL255C
YDR457W	YGR052W
YDR288W	YOR352W
YER134C	YHR171W
YLR441C	YNL301C
YDL226C	YGL198W
YFR004W	YNR001C
YGL150C	YML065W
YBR119W	YML046W
YJL019W	YNL029C
YJR076C	YOR191W
YLR007W	YLR383W
YGL059W	YPL240C
YFR004W	YKL112W
YCR030C	YOL016C
YGR104C	YPL248C
YDL208W	YDR386W
YFL024C	YHR099W
YDR137W	YMR146C
YOL040C	YOL127W
YGR252W	YLR333C
YIL084C	YJL036W
YDL111C	YGR158C
YBR109C	YFR004W
YAL005C	YPR135W
YGL242C	YKL035W
YAL034W-A	YPL018W
YNL076W	YOR326W
YDR240C	YHR086W
YGL190C	YIL142W
YBR042C	YLR170C
YGR214W	YPL235W
YAL005C	YOL006C
YDL102W	YJR043C
YNL208W	YNL255C
YAR002W	YMR129W
YGR131W	YNL172W
YDR388W	YNL103W
YCR063W	YER165W
YLL039C	YML013W
YBL016W	YER122C
YER103W	YNL157W
YBR194W	YMR246W
YHR165C	YML051W
YFR031C-A	YHR085W
YCR042C	YGR274C
YLL026W	YPR062W
YDR412W	YFL002C
YBR079C	YLR192C
YBL078C	YOR100C
YLL039C	YLR421C
YHR196W	YJR002W
YBR154C	YJL011C
YDR388W	YOR047C
YER145C	YPL058C
YER040W	YJR066W
YBR237W	YGL181W
YDR100W	YMR024W
YGR085C	YMR194W
YBR031W	YER012W
YKL135C	YLR170C
YNL148C	YNL183C
YCL032W	YLR423C
YLL050C	YLR429W
YBR109C	YFL039C
YEL026W	YHR161C
YHL042W	YNL003C
YDR335W	YLR182W
YDL212W	YNL238W
YBL007C	YJL151C
YER070W	YOR117W
YLL036C	YLR298C
YBR079C	YBR194W
YBL069W	YNL161W
YBR087W	YEL026W
YDL014W	YHR196W
YOR117W	YPR074C
YFL039C	YNL218W
YGR187C	YLL039C
YCL059C	YDR365C
YLR424W	YML049C
YKL009W	YKR081C
YJR112W	YOR326W
YLL039C	YOL016C
YJR090C	YLL039C
YOL108C	YOR344C
YBR119W	YBR130C
YFR052W	YOR261C
YBL007C	YNL020C
YDL116W	YJL039C
YNL022C	YPL026C
YAL038W	YLR153C
YBR247C	YPL266W
YER026C	YFR004W
YDR405W	YMR024W
YDR130C	YPR120C
YBR109C	YOR127W
YIL094C	YKL010C
YGR085C	YOR294W
YGL058W	YPL248C
YGL025C	YGL127C
YDR229W	YNL041C
YGL031C	YOR063W
YDL209C	YFL039C
YHR085W	YMR242C
YDR188W	YJL014W
YKL067W	YML064C
YML051W	YPL248C
YAL034W-A	YGL093W
YDR265W	YPL240C
YDR365C	YNL002C
YER111C	YPR119W
YJL041W	YKL186C
YFR011C	YNL113W
YIR010W	YOR361C
YGL200C	YIL016W
YEL056W	YPL001W
YBR109C	YGL063W
YER013W	YPL151C
YBR058C	YLR377C
YLR022C	YNL163C
YIR010W	YLR381W
YDR284C	YKR088C
YBR254C	YPL235W
YCL011C	YNL112W
YLR109W	YMR022W
YFL013C	YLR399C
YDR388W	YIL033C
YGR252W	YKL060C
YDL002C	YLR357W
YLL039C	YMR235C
YDR172W	YPR119W
YDR118W	YFR036W
YGR092W	YKR022C
YDR299W	YPL126W
YGR126W	YHR135C
YOR117W	YOR335C
YLR408C	YNL086W
YBR106W	YHL042W
YEL054C	YHR052W
YGL059W	YLL038C
YDL083C	YNL255C
YFR014C	YGL143C
YHR114W	YIR023W
YNL064C	YOR197W
YLR441C	YML065W
YIR006C	YJR065C
YBR273C	YNL307C
YJL039C	YOR098C
YBL003C	YER147C
YDR012W	YLR398C
YBR247C	YLL011W
YGL158W	YPR168W
YBR146W	YJR101W
YGR284C	YLL023C
YLL039C	YOR337W
YAL035W	YMR229C
YCR030C	YIR010W
YNL255C	YOR148C
YDL116W	YDL207W
YGR252W	YPL047W
YBR130C	YGL180W
YDL055C	YER086W
YMR246W	YPR152C
YGR048W	YML023C
YNL136W	YNL246W
YLL024C	YMR186W
YLL039C	YPL026C
YDL083C	YNL301C
YKL065C	YPR198W
YCL014W	YPL240C
YML074C	YOL012C
YBL003C	YJL130C
YDR227W	YPL248C
YNL097C	YPR023C
YAL035W	YNL255C
YBR247C	YDL014W
YFR028C	YHR076W
YBR274W	YKL181W
YDR002W	YKR048C
YNL055C	YNL085W
YBR223C	YLR429W
YDL002C	YOR189W
YHR080C	YPL240C
YNL103W	YNL272C
YGL059W	YKR092C
YGR085C	YOR290C
YGL051W	YGR060W
YER164W	YGL112C
YDR364C	YDR482C
YDL212W	YPL265W
YLR276C	YOR063W
YBR031W	YNL096C
YBR072W	YJL047C
YGL206C	YKR021W
YJL084C	YJR005W
YDR181C	YPR018W
YOL120C	YPR041W
YBR142W	YLR276C
YFL049W	YMR033W
YLL039C	YNL229C
YNL255C	YOL005C
YBL007C	YFR013W
YDR412W	YGL147C
YBR031W	YLR287C-A
YER123W	YLL024C
YPL269W	YPR120C
YDR335W	YFL037W
YLR449W	YMR242C
YDR152W	YGR173W
YFR004W	YGL245W
YFR032C-A	YLR448W
YFL039C	YLL050C
YBR031W	YJR123W
YDL101C	YDR523C
YMR004W	YOR047C
YGL201C	YPR019W
YDR479C	YHR008C
YFR031C-A	YLR441C
YMR223W	YMR236W
YLL039C	YOL073C
YCR020W-B	YDR303C
YPL126W	YPR137W
YDR137W	YPR080W
YIL142W	YLR105C
YER013W	YPL178W
YBR031W	YOL127W
YJL187C	YMR186W
YBR194W	YKL145W
YGR092W	YNL125C
YBR041W	YJL151C
YLR442C	YMR226C
YGL198W	YJL036W
YBR059C	YHR015W
YGR048W	YPR154W
YDR086C	YNL255C
YHR135C	YJL166W
YIR010W	YLR287C-A
YBR258C	YHR119W
YLR304C	YMR049C
YDL239C	YLR423C
YJL138C	YJR007W
YKL065C	YLL061W
YIL125W	YNL069C
YER022W	YGR104C
YNL113W	YOR341W
YMR235C	YNL255C
YGL150C	YIR010W
YGR234W	YLL013C
YDR032C	YNL283C
YDL101C	YKL025C
YDL088C	YER105C
YDL212W	YMR215W
YNL201C	YOR047C
YKL016C	YPL078C
YBL016W	YDR388W
YDR497C	YLR332W
YAL016W	YNL209W
YKL213C	YNL255C
YGL158W	YJR066W
YEL032W	YNL172W
YHR001W	YKL212W
YLR029C	YOR204W
YAL027W	YOR294W
YIL035C	YPR103W
YNL002C	YOL012C
YML069W	YOL006C
YDL149W	YLR423C
YIR010W	YNL096C
YIL149C	YKR095W
YJL030W	YPR029C
YDL055C	YOL120C
YOR039W	YPR104C
YBR106W	YPL076W
YIL035C	YJL044C
YMR231W	YPL045W
YGR112W	YIL157C
YFL024C	YJL098W
YDR323C	YOR036W
YKL001C	YPL240C
YDR176W	YER164W
YGL179C	YIL091C
YGR060W	YHL003C
YDR457W	YOR326W
YGR237C	YKR081C
YDL047W	YDL219W
YNL330C	YPR023C
YDR173C	YMR042W
YOL013C	YOR133W
YAL034W-A	YJR112W
YFL021W	YJR066W
YKL012W	YOR159C
YMR125W	YPR161C
YDL030W	YMR213W
YKL135C	YKR021W
YDR173C	YNL255C
YBR142W	YLL019C
YBR211C	YDR383C
YDR356W	YHR076W
YDL111C	YOR076C
YGR060W	YOL003C
YIL035C	YLR345W
YBR082C	YDR244W
YNL002C	YNR054C
YFR010W	YMR136W
YBL037W	YOL062C
YDR256C	YNR031C
YDR188W	YKL016C
YBR234C	YDR388W
YBR059C	YGR021W
YKL054C	YMR106C
YDL015C	YLR259C
YDR212W	YHR119W
YBR248C	YNL255C
YLR310C	YPR023C
YAL024C	YIL109C
YDR068W	YKL166C
YDL116W	YMR129W
YDR224C	YML074C
YCR066W	YDL064W
YGR142W	YLR424W
YFR028C	YIL095W
YGL174W	YMR213W
YBR253W	YDR167W
YLR029C	YMR229C
YIR037W	YML086C
YAL005C	YIR010W
YKL100C	YMR170C
YEL009C	YNR023W
YDR496C	YKR081C
YBL002W	YHL007C
YDR012W	YNR053C
YHR079C	YMR229C
YBR142W	YKL166C
YGR043C	YJL057C
YMR125W	YOR098C
YDR303C	YML127W
YDR123C	YPR086W
YBR251W	YOR243C
YDL101C	YER173W
YHR185C	YKL166C
YKL068W	YLL024C
YER165W	YMR125W
YLR421C	YNL073W
YDR135C	YOR039W
YMR036C	YNL307C
YDL116W	YPR080W
YLR423C	YOR117W
YIL109C	YLL039C
YML049C	YPL178W
YAL030W	YBL050W
YNL113W	YPR049C
YGR060W	YPL227C
YGR252W	YKL193C
YLL024C	YOL021C
YEL022W	YKR030W
YFR032C-A	YGL014W
YDR246W	YDR472W
YER164W	YOR304W
YHR169W	YOR063W
YBR109C	YOR181W
YLR332W	YOL105C
YNL251C	YPL178W
YHR165C	YPL178W
YFR010W	YFR014C
YMR216C	YOR239W
YKL219W	YLL061W
YGL051W	YIL095W
YHR161C	YIL095W
YFL040W	YHL042W
YLL039C	YPL269W
YFL038C	YFR004W
YDR523C	YLL041C
YHR079C	YML075C
YDR090C	YLL039C
YDR101C	YJL041W
YJR002W	YPL081W
YHR114W	YPL049C
YLR249W	YNL201C
YHL024W	YHR135C
YIR010W	YMR246W
YBR087W	YMR181C
YHR114W	YOR181W
YBR223C	YPL181W
YGR112W	YPR191W
YHR118C	YKR081C
YGL112C	YGR274C
YDR364C	YKR086W
YMR235C	YPL141C
YLR310C	YNL229C
YDL047W	YLL039C
YDR364C	YKL095W
YLL039C	YOR117W
YKL062W	YMR172W
YDR172W	YLL026W
YHR023W	YKL079W
YNL255C	YPL079W
YER148W	YJL123C
YMR203W	YNL026W
YDR130C	YER155C
YNL307C	YNR033W
YGL079W	YHR135C
YBR221C	YIR010W
YLR268W	YPL232W
YDR251W	YHL007C
YBR023C	YER166W
YLL004W	YPR120C
YBR082C	YLL039C
YBR247C	YJR145C
YHR174W	YOR117W
YDR429C	YJR123W
YGL051W	YNL307C
YBR222C	YKL185W
YER148W	YLL039C
YAL005C	YGL093W
YIL035C	YJL069C
YDR365C	YOR063W
YLR320W	YPR164W
YGL059W	YOR002W
YAL062W	YDR388W
YEL019C	YMR284W
YER012W	YLL039C
YDR188W	YOR281C
YGL158W	YIL051C
YER164W	YHR099W
YGR215W	YML065W
YMR242C	YNL301C
YAR007C	YLR429W
YEL002C	YHR039C
YDR207C	YOL082W
YDL170W	YLL039C
YIL075C	YNL075W
YGL256W	YHR135C
YJR066W	YPR032W
YER171W	YNL064C
YFR004W	YLR355C
YBL007C	YDL146W
YDL137W	YDR100W
YFR004W	YKL191W
YFR014C	YGL079W
YGL158W	YHL021C
YDR204W	YML065W
YFR004W	YLR438W
YER148W	YPL101W
YBR106W	YDR508C
YER171W	YHR042W
YGR227W	YHR016C
YKL082C	YMR143W
YAL005C	YDL116W
YDL116W	YDR412W
YLL026W	YOR164C
YDR212W	YLR030W
YGR256W	YPL126W
YHR007C	YOR273C
YLR417W	YPL240C
YBR102C	YJL085W
YAR019C	YGL245W
YDR497C	YNL217W
YDR247W	YMR270C
YDR418W	YIR026C
YGL212W	YPL246C
YFR031C-A	YOR063W
YMR022W	YOL013C
YKL009W	YOR267C
YMR125W	YNL255C
YEL030W	YJR062C
YCR030C	YOL054W
YKL095W	YKR048C
YNL055C	YPR164W
YLR222C	YPL265W
YDL083C	YFR032C-A
YDR213W	YHR165C
YCL011C	YNL255C
YIR010W	YMR255W
YCR004C	YGR130C
YBR029C	YIR033W
YNL251C	YPR187W
YEL054C	YOR063W
YER043C	YIR007W
YBR142W	YJR145C
YDR308C	YGR104C
YDR496C	YLR276C
YDL100C	YDL121C
YER148W	YLR249W
YDR452W	YKL028W
YIL023C	YLL023C
YFR010W	YHR135C
YAL035W	YPR152C
YGL078C	YHR115C
YHR118C	YPR120C
YDL087C	YKL012W
YCL054W	YFR001W
YGL200C	YJR117W
YDR101C	YGL031C
YDR176W	YGL112C
YAL016W	YNL127W
YLR287C-A	YMR194W
YNL069C	YOL040C
YGL156W	YOL082W
YGR266W	YLL039C
YDR496C	YMR229C
YBL086C	YNL154C
YBL002W	YCR086W
YDR414C	YJL004C
YBL002W	YOL087C
YJR105W	YOR117W
YDL055C	YDR335W
YHR115C	YNL289W
YBR194W	YKL054C
YFR004W	YJR073C
YBR162W-A	YNL255C
YER166W	YLL039C
YBR247C	YGR214W
YDR301W	YPL240C
YCR005C	YLL039C
YHR052W	YNL227C
YER022W	YGL158W
YER159C	YML065W
YFL003C	YLR394W
YER148W	YMR186W
YCL024W	YDL006W
YLR377C	YNL214W
YGL158W	YOR261C
YLR249W	YPR062W
YBR011C	YBR109C
YML013W	YML029W
YHL039W	YLR208W
YIL019W	YKL082C
YFR010W	YOR117W
YBR082C	YKL034W
YNR023W	YPL248C
YER067W	YFR004W
YLL036C	YLR438C-A
YLL039C	YNL255C
YMR194W	YOR290C
YDR258C	YKR008W
YDR030C	YDR188W
YLR153C	YLR249W
YBR059C	YNL104C
YHR001W	YPL058C
YAL027W	YDR174W
YLL054C	YPR119W
YDR388W	YFR013W
YGL179C	YGR126W
TR(UCU)D	YDR341C
YDR331W	YHR007C
YER026C	YLL039C
YFR010W	YOR261C
YDL150W	YKL179C
YFR031C-A	YLR448W
YGR123C	YKL117W
YAR007C	YDR097C
YDR329C	YOL044W
YBR183W	YOR254C
YAL005C	YLR398C
YHR164C	YHR165C
YAR027W	YDR411C
YGL209W	YHR135C
YKL146W	YLL039C
YNL255C	YPL028W
YIL084C	YPR023C
YKR066C	YOR065W
YLL039C	YPR042C
YER012W	YHR033W
YBR191W	YDL083C
YDR308C	YLR071C
YDL083C	YEL026W
YLL026W	YPR173C
YEL022W	YNL267W
YLR148W	YMR231W
YDR105C	YGL006W
YCL059C	YGR214W
YDR372C	YDR483W
YBL003C	YDR044W
YFR028C	YIR010W
YDR188W	YFR009W
YMR255W	YNL255C
YCL045C	YLL039C
YDR229W	YPR119W
YGL086W	YKR095W
YDR214W	YPR010C
YML121W	YPL180W
YGR130C	YPR152C
YLR071C	YPR168W
YBR194W	YER172C
YBR247C	YCL059C
YGL158W	YMR243C
YDR323C	YLR148W
YDL212W	YGR060W
YBL072C	YFR031C-A
YGR142W	YJL036W
YHR174W	YIR010W
YIR010W	YMR117C
YHR007C	YNL130C
YDR098C	YLL039C
YDR469W	YHR060W
YJR091C	YMR067C
YBR253W	YPR056W
YBR194W	YMR213W
YCR088W	YOR181W
YCR005C	YJL042W
YML065W	YOL120C
YDR301W	YGR156W
YDL030W	YOR319W
YGR060W	YLR350W
YDR395W	YLR293C
YKR097W	YPL180W
YDR227W	YLR442C
YER067W	YNL255C
YLR343W	YMR215W
YDR412W	YER002W
YFR004W	YOR259C
YHR052W	YLR276C
YBR024W	YHL042W
YJL138C	YMR186W
YBR155W	YNL154C
YDR416W	YHR165C
YDL047W	YOR267C
YGR195W	YOL021C
YLL039C	YPL232W
YDR062W	YLL039C
YBR059C	YFR014C
YDR388W	YNL138W
YKL065C	YLL039C
YAL005C	YOL097C
YBL052C	YOL012C
YGR054W	YNL207W
YCR020W-B	YKR008W
YJL057C	YMR129W
YDR330W	YGL180W
YHR114W	YJL151C
YNL207W	YOR039W
YBR106W	YFL025C
YOL147C	YPR128C
YDL212W	YHR007C
YJL057C	YMR276W
YFR004W	YPR103W
YJR002W	YPL126W
YKL053C-A	YLR193C
YNL005C	YNL185C
YGL131C	YNL127W
YML065W	YPR187W
YDR312W	YHR052W
YBR059C	YKR006C
YHR135C	YOR239W
YBR274W	YMR146C
YMR229C	YNL154C
YML010W	YPR052C
YDR416W	YLL036C
YDR331W	YDR434W
YML049C	YMR240C
YBR072W	YDR213W
YDL227C	YPL125W
YEL061C	YGR135W
YDL047W	YIL142W
YAL015C	YEL060C
YOL148C	YPL248C
YLR403W	YPL180W
YLR222C	YNL055C
YGR048W	YML013W
YBR175W	YNL255C
YEL054C	YIR026C
YIL156W	YOR181W
YKR092C	YLR429W
YDR091C	YLR192C
YCL024W	YJR076C
YMR049C	YMR100W
YAL013W	YIL084C
YDR303C	YPR034W
YDR091C	YNL112W
YBL038W	YKR006C
YBR234C	YNL138W
YFR004W	YJR014W
YJL099W	YLR330W
YMR072W	YOL012C
YGL111W	YLR276C
YDR171W	YNL085W
YFR028C	YGR052W
YMR112C	YPR168W
YBR072W	YNL255C
YOL045W	YPL077C
YCL052C	YEL060C
YLR310C	YNL307C
YCR077C	YDL160C
YLR029C	YOL040C
YOL082W	YPL141C
YFL011W	YJL222W
YAL016W	YNL255C
YBR154C	YKR008W
YDR211W	YPR010C
YIL035C	YOR052C
YDL053C	YFR013W
YER012W	YJL132W
YDR308C	YOL135C
YBL034C	YMR117C
YMR074C	YNL255C
YNL052W	YPL216W
YER179W	YOR191W
YLL024C	YOR133W
YLR321C	YLR357W
YKL095W	YPR191W
YCR075C	YPL246C
YLR182W	YPL125W
YBR109C	YKL042W
YBR125C	YGL206C
YGL237C	YHR052W
YKL116C	YNL272C
YGR048W	YIR033W
YER164W	YMR223W
YGL180W	YOR119C
YGL006W	YHR094C
YBR031W	YLR424W
YBR189W	YPL081W
YBR234C	YIR006C
YGL104C	YML075C
YDR388W	YFR010W
YBR234C	YNL106C
YFR014C	YJR076C
YJL065C	YNR029C
YBL105C	YMR113W
YBR194W	YPR091C
YDL212W	YDR508C
YMR072W	YPL001W
YCL037C	YKR048C
YCR012W	YOR098C
YCR012W	YCR077C
YNL136W	YPR023C
YLR377C	YOL126C
YKL009W	YLR448W
YDL239C	YDR273W
YKR080W	YPL026C
YDR322C-A	YLL039C
YFR004W	YHR104W
YHR197W	YOL041C
YKL010C	YPL259C
YKR068C	YLL039C
YLR029C	YOL120C
YDR032C	YGR281W
YJR103W	YLL039C
YER012W	YKL145W
YDR092W	YMR140W
YAL043C	YLL045C
YKR008W	YMR033W
YFL013C	YPL240C
YLL039C	YLR128W
YDL074C	YPL141C
YKL060C	YPR152C
YER012W	YOR261C
YHR135C	YJR104C
YDR479C	YGR149W
YBR234C	YIL095W
YLR131C	YNL254C
